candidate_group_id,route_id,service_nos,eta_minutes,ride_time_minutes,walk_time_minutes,walk_distance_meters,transfer_count,load_code,load_score,history_flow_score,congestion_score,data_freshness_seconds,monitored_score,completeness_score,avg_service_frequency_minutes,feature_sources,degraded_fields,is_synthetic
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|156|2,156,20.18,82.7,3.0,240.0,0,SEA,100.0,45.0,61.92,60.0,75.0,76.0,17.375,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|156|3,156,37.18,82.7,3.0,240.0,2,SEA,100.0,45.0,61.92,60.0,75.0,76.0,17.375,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|165|1,165,6.18,79.0,0.0,0.0,2,SEA,100.0,45.0,58.6,60.0,75.0,70.0,12.25,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|165|2,165,19.18,79.0,9.0,720.0,1,SEA,100.0,45.0,58.6,60.0,75.0,70.0,12.25,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|165|3,165,32.18,79.0,3.0,240.0,2,SEA,100.0,45.0,58.6,60.0,75.0,70.0,12.25,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|166|1,166,10.18,94.7,9.0,720.0,0,SEA,100.0,45.0,58.6,60.0,75.0,70.0,13.625,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|166|2,166,23.18,94.7,6.0,480.0,1,SEA,100.0,45.0,58.6,60.0,75.0,70.0,13.625,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|166|3,166,37.18,94.7,6.0,480.0,0,SEA,100.0,45.0,58.6,60.0,75.0,70.0,13.625,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|173|1,173,7.18,46.3,6.0,480.0,1,SEA,100.0,45.0,55.0,60.0,75.0,76.0,12.375,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|173|2,173,21.18,46.3,6.0,480.0,2,SEA,100.0,45.0,55.0,60.0,75.0,76.0,12.375,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|173|3,173,35.18,46.3,0.0,0.0,1,SEA,100.0,45.0,55.0,60.0,75.0,76.0,12.375,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|175|1,175,1.18,81.7,3.0,240.0,2,SEA,100.0,45.0,71.23,60.0,75.0,76.0,16.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|175|2,175,17.18,81.7,3.0,240.0,0,SEA,100.0,45.0,71.23,60.0,75.0,76.0,16.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|175|3,175,33.18,81.7,0.0,0.0,2,SEA,100.0,45.0,71.23,60.0,75.0,76.0,16.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|196|1,196,13.18,103.3,6.0,480.0,1,SEA,100.0,45.0,69.51,60.0,75.0,76.0,12.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|196|2,196,27.18,103.3,9.0,720.0,2,SEA,100.0,45.0,69.51,60.0,75.0,76.0,12.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|196|3,196,41.18,103.3,9.0,720.0,2,SEA,100.0,45.0,69.51,60.0,75.0,76.0,12.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|282|1,282,7.18,12.2,3.0,240.0,0,SEA,100.0,45.0,58.6,60.0,75.0,70.0,10.125,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|282|2,282,16.18,12.2,0.0,0.0,1,SEA,100.0,45.0,58.6,60.0,75.0,70.0,10.125,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|282|3,282,27.18,12.2,9.0,720.0,0,SEA,100.0,45.0,58.6,60.0,75.0,70.0,10.125,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|284|1,284,4.18,5.5,9.0,720.0,0,SEA,100.0,45.0,58.6,60.0,75.0,70.0,7.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|284|2,284,11.18,5.5,0.0,0.0,1,SEA,100.0,45.0,58.6,60.0,75.0,70.0,7.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|284|3,284,18.18,5.5,3.0,240.0,1,SEA,100.0,45.0,58.6,60.0,75.0,70.0,7.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|285|1,285,9.18,15.5,6.0,480.0,0,SEA,100.0,45.0,55.13,60.0,75.0,76.0,9.0,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|285|2,285,20.18,15.5,3.0,240.0,1,SEA,100.0,45.0,55.13,60.0,75.0,76.0,9.0,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|285|3,285,31.18,15.5,0.0,0.0,2,SEA,100.0,45.0,55.13,60.0,75.0,76.0,9.0,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|7|1,7,12.18,75.0,3.0,240.0,2,SEA,100.0,45.0,61.08,60.0,75.0,76.0,10.375,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|7|2,7,24.18,75.0,6.0,480.0,2,SEA,100.0,45.0,61.08,60.0,75.0,76.0,10.375,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|7|3,7,36.18,75.0,9.0,720.0,0,SEA,100.0,45.0,61.08,60.0,75.0,76.0,10.375,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|96|1,96,3.18,13.8,6.0,480.0,2,SEA,100.0,45.0,58.6,60.0,75.0,70.0,9.625,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|96|2,96,19.18,13.8,0.0,0.0,1,SEA,100.0,45.0,58.6,60.0,75.0,70.0,9.625,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|96|3,96,35.18,13.8,0.0,0.0,2,SEA,100.0,45.0,58.6,60.0,75.0,70.0,9.625,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|99|1,99,6.18,56.7,0.0,0.0,1,SEA,100.0,45.0,63.43,60.0,75.0,76.0,8.25,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|99|2,99,15.18,56.7,9.0,720.0,1,SEA,100.0,45.0,63.43,60.0,75.0,76.0,8.25,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:49|17009,2026-07-12T14:52:49|17009|99|3,99,24.18,56.7,3.0,240.0,0,SEA,100.0,45.0,63.43,60.0,75.0,76.0,8.25,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|105|1,105,7.28,67.3,3.0,240.0,1,SEA,100.0,45.0,67.15,60.0,100.0,76.0,11.875,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|105|2,105,16.9,67.3,0.0,0.0,1,SEA,100.0,45.0,67.15,60.0,100.0,76.0,11.875,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|105|3,105,23.7,67.3,6.0,480.0,2,SEA,100.0,45.0,67.15,60.0,75.0,76.0,11.875,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|106|1,106,4.5,55.0,6.0,480.0,1,SEA,100.0,45.0,59.68,60.0,100.0,76.0,11.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|106|2,106,14.98,55.0,9.0,720.0,2,SEA,100.0,45.0,59.68,60.0,75.0,76.0,11.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|106|3,106,26.27,55.0,0.0,0.0,1,SEA,100.0,45.0,59.68,60.0,75.0,76.0,11.5,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|154|1,154,23.53,70.0,0.0,0.0,1,SEA,100.0,45.0,60.87,60.0,100.0,76.0,9.625,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|154|2,154,31.15,70.0,3.0,240.0,2,SEA,100.0,45.0,60.87,60.0,75.0,76.0,9.625,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|154|3,154,41.5,70.0,0.0,0.0,2,SEA,100.0,45.0,60.87,60.0,75.0,76.0,9.625,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|183|1,183,11.55,55.3,6.0,480.0,0,SEA,100.0,45.0,46.19,60.0,100.0,76.0,11.75,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|183|2,183,21.95,55.3,9.0,720.0,1,SEA,100.0,45.0,46.19,60.0,75.0,76.0,11.75,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|183|3,183,35.6,55.3,6.0,480.0,0,SEA,100.0,45.0,46.19,60.0,75.0,76.0,11.75,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:historical|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|data_freshness_seconds,True
2026-07-12T14:52:50|17179,2026-07-12T14:52:50|17179|184|1,184,4.97,38.7,3.0,240.0,1,SEA,100.0,45.0,58.6,60.0,100.0,70.0,7.75,eta_minutes:lta_realtime|ride_time_minutes:rule_estimate|walk_time_minutes:rule_estimate|walk_distance_meters:rule_estimate|transfer_count:rule_estimate|load_score:lta_realtime|history_flow_score:historical|congestion_score:default|data_freshness_seconds:default|monitored_score:lta_realtime|completeness_score:rule_estimate|avg_service_frequency_minutes:database,walk_time_minutes|walk_distance_meters|transfer_count|congestion_score|data_freshness_seconds,True
