candidate_group_id,preference,route_id,label,time_score,comfort_score,walk_score,transfer_score,reliability_score,recommend_score,is_synthetic
2026-07-12T14:52:49|17009,comfort,2026-07-12T14:52:49|17009|285|1,0,65.74,61.03,63.95,75.2,20.3,58.21,True
2026-07-12T14:52:49|17009,comfort,2026-07-12T14:52:49|17009|96|1,0,74.02,58.95,61.63,16.03,13.5,53.42,True
2026-07-12T14:52:49|17009,comfort,2026-07-12T14:52:49|17009|99|1,0,52.69,64.01,84.65,44.63,21.69,57.19,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|282|1,1,72.97,62.75,76.18,75.38,13.66,66.33,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|14|1,0,14.2,65.09,50.08,74.73,23.55,29.67,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|156|1,0,28.97,61.23,74.43,16.58,22.06,35.7,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|165|1,0,33.8,60.61,83.66,16.72,14.59,38.72,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|173|1,0,46.53,59.49,62.79,43.39,20.76,46.88,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|175|1,0,36.28,64.39,74.79,16.58,22.97,40.6,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|284|1,0,77.73,61.12,50.09,74.44,13.47,66.28,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|285|1,0,65.74,61.03,63.95,75.2,20.3,61.21,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|96|1,0,74.02,58.95,61.63,16.03,13.5,60.28,True
2026-07-12T14:52:49|17009,fastest,2026-07-12T14:52:49|17009|99|1,0,52.69,64.01,84.65,44.63,21.69,53.5,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|282|1,1,72.97,62.75,76.18,75.38,13.66,67.23,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|14|1,0,14.2,65.09,50.08,74.73,23.55,53.17,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|156|1,0,28.97,61.23,74.43,16.58,22.06,29.84,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|165|1,0,33.8,60.61,83.66,16.72,14.59,30.89,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|173|1,0,46.53,59.49,62.79,43.39,20.76,45.3,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|175|1,0,36.28,64.39,74.79,16.58,22.97,31.95,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|284|1,0,77.73,61.12,50.09,74.44,13.47,65.52,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|285|1,0,65.74,61.03,63.95,75.2,20.3,65.03,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|96|1,0,74.02,58.95,61.63,16.03,13.5,37.33,True
2026-07-12T14:52:49|17009,less_transfer,2026-07-12T14:52:49|17009|99|1,0,52.69,64.01,84.65,44.63,21.69,49.64,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|282|1,1,72.97,62.75,76.18,75.38,13.66,67.61,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|14|1,0,14.2,65.09,50.08,74.73,23.55,44.02,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|156|1,0,28.97,61.23,74.43,16.58,22.06,53.89,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|165|1,0,33.8,60.61,83.66,16.72,14.59,58.66,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|173|1,0,46.53,59.49,62.79,43.39,20.76,53.39,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|175|1,0,36.28,64.39,74.79,16.58,22.97,56.0,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|284|1,0,77.73,61.12,50.09,74.44,13.47,55.23,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|285|1,0,65.74,61.03,63.95,75.2,20.3,60.49,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|96|1,0,74.02,58.95,61.63,16.03,13.5,55.32,True
2026-07-12T14:52:49|17009,less_walking,2026-07-12T14:52:49|17009|99|1,0,52.69,64.01,84.65,44.63,21.69,66.28,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|201|2,1,67.82,64.48,84.85,76.75,30.06,65.21,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|105|1,0,38.08,65.37,75.24,45.24,39.58,51.78,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|106|1,0,47.74,62.06,63.18,44.63,38.36,51.76,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|183|1,0,33.93,58.87,63.61,76.12,37.0,51.41,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|184|1,0,63.0,62.22,75.29,44.87,30.25,57.02,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|185|1,0,77.29,63.03,84.72,45.49,29.83,62.95,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|189|2,0,58.27,62.07,49.82,75.38,30.32,56.33,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|201|1,0,75.03,60.74,74.18,17.07,29.74,55.84,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|52|1,0,42.11,64.06,47.77,16.58,40.03,44.31,True
2026-07-12T14:52:50|17179,balanced,2026-07-12T14:52:50|17179|52|2,0,36.9,69.14,85.17,77.02,40.35,58.74,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|201|2,1,67.82,64.48,84.85,76.75,30.06,63.44,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|105|1,0,38.08,65.37,75.24,45.24,39.58,56.75,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|106|1,0,47.74,62.06,63.18,44.63,38.36,55.51,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|183|1,0,33.93,58.87,63.61,76.12,37.0,53.34,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|184|1,0,63.0,62.22,75.29,44.87,30.25,58.36,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|185|1,0,77.29,63.03,84.72,45.49,29.83,62.12,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|189|2,0,58.27,62.07,49.82,75.38,30.32,57.53,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|201|1,0,75.03,60.74,74.18,17.07,29.74,57.61,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|52|1,0,42.11,64.06,47.77,16.58,40.03,52.6,True
2026-07-12T14:52:50|17179,comfort,2026-07-12T14:52:50|17179|52|2,0,36.9,69.14,85.17,77.02,40.35,61.72,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|185|1,1,77.29,63.03,84.72,45.49,29.83,69.04,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|105|1,0,38.08,65.37,75.24,45.24,39.58,45.79,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|106|1,0,47.74,62.06,63.18,44.63,38.36,49.81,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|183|1,0,33.93,58.87,63.61,76.12,37.0,43.57,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|184|1,0,63.0,62.22,75.29,44.87,30.25,59.41,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|189|2,0,58.27,62.07,49.82,75.38,30.32,56.46,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|201|1,0,75.03,60.74,74.18,17.07,29.74,64.06,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|201|2,0,67.82,64.48,84.85,76.75,30.06,66.06,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|52|1,0,42.11,64.06,47.77,16.58,40.03,43.06,True
2026-07-12T14:52:50|17179,fastest,2026-07-12T14:52:50|17179|52|2,0,36.9,69.14,85.17,77.02,40.35,49.15,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|201|2,1,67.82,64.48,84.85,76.75,30.06,69.29,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|105|1,0,38.08,65.37,75.24,45.24,39.58,47.92,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|106|1,0,47.74,62.06,63.18,44.63,38.36,48.26,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|183|1,0,33.93,58.87,63.61,76.12,37.0,59.86,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|184|1,0,63.0,62.22,75.29,44.87,30.25,51.91,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|185|1,0,77.29,63.03,84.72,45.49,29.83,56.17,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|189|2,0,58.27,62.07,49.82,75.38,30.32,63.47,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|201|1,0,75.03,60.74,74.18,17.07,29.74,40.9,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|52|1,0,42.11,64.06,47.77,16.58,40.03,32.73,True
2026-07-12T14:52:50|17179,less_transfer,2026-07-12T14:52:50|17179|52|2,0,36.9,69.14,85.17,77.02,40.35,64.23,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|201|2,1,67.82,64.48,84.85,76.75,30.06,72.87,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|105|1,0,38.08,65.37,75.24,45.24,39.58,60.66,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|106|1,0,47.74,62.06,63.18,44.63,38.36,55.99,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|183|1,0,33.93,58.87,63.61,76.12,37.0,55.45,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|184|1,0,63.0,62.22,75.29,44.87,30.25,64.33,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|185|1,0,77.29,63.03,84.72,45.49,29.83,72.0,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|189|2,0,58.27,62.07,49.82,75.38,30.32,53.07,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|201|1,0,75.03,60.74,74.18,17.07,29.74,63.72,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|52|1,0,42.11,64.06,47.77,16.58,40.03,45.33,True
2026-07-12T14:52:50|17179,less_walking,2026-07-12T14:52:50|17179|52|2,0,36.9,69.14,85.17,77.02,40.35,68.46,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|925M|1,1,56.69,65.34,76.87,76.57,38.7,62.16,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|160|1,0,23.66,64.58,73.52,45.24,39.38,46.97,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|170|1,0,17.73,64.48,84.32,76.75,31.54,50.33,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|178|1,0,25.85,62.87,50.08,75.66,39.12,48.2,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|178|2,0,13.31,63.55,75.0,75.66,22.32,45.83,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|925M|2,0,35.78,62.99,74.6,44.01,21.84,47.55,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|925M|3,0,15.98,62.83,47.34,74.73,22.24,42.15,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|960|1,0,39.16,61.41,63.27,44.26,30.98,47.87,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|961M|1,0,18.23,65.54,50.72,75.66,40.57,46.9,True
2026-07-12T14:52:50|45139,balanced,2026-07-12T14:52:50|45139|961M|2,0,8.36,64.63,49.0,74.73,23.62,40.77,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|925M|1,1,56.69,65.34,76.87,76.57,38.7,62.3,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|160|1,0,23.66,64.58,73.52,45.24,39.38,53.55,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|170|1,0,17.73,64.48,84.32,76.75,31.54,54.56,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|178|1,0,25.85,62.87,50.08,75.66,39.12,53.23,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|178|2,0,13.31,63.55,75.0,75.66,22.32,51.32,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|925M|2,0,35.78,62.99,74.6,44.01,21.84,52.75,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|925M|3,0,15.98,62.83,47.34,74.73,22.24,49.12,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|960|1,0,39.16,61.41,63.27,44.26,30.98,52.7,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|961M|1,0,18.23,65.54,50.72,75.66,40.57,53.55,True
2026-07-12T14:52:50|45139,comfort,2026-07-12T14:52:50|45139|961M|2,0,8.36,64.63,49.0,74.73,23.62,49.04,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|925M|1,1,56.69,65.34,76.87,76.57,38.7,59.53,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|160|1,0,23.66,64.58,73.52,45.24,39.38,36.85,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|170|1,0,17.73,64.48,84.32,76.75,31.54,36.1,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|178|1,0,25.85,62.87,50.08,75.66,39.12,38.03,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|178|2,0,13.31,63.55,75.0,75.66,22.32,31.4,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|925M|2,0,35.78,62.99,74.6,44.01,21.84,42.19,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|925M|3,0,15.98,62.83,47.34,74.73,22.24,30.06,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|960|1,0,39.16,61.41,63.27,44.26,30.98,43.83,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|961M|1,0,18.23,65.54,50.72,75.66,40.57,33.98,True
2026-07-12T14:52:50|45139,fastest,2026-07-12T14:52:50|45139|961M|2,0,8.36,64.63,49.0,74.73,23.62,26.01,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|925M|1,1,56.69,65.34,76.87,76.57,38.7,67.08,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|160|1,0,23.66,64.58,73.52,45.24,39.38,44.49,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|170|1,0,17.73,64.48,84.32,76.75,31.54,58.38,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|178|1,0,25.85,62.87,50.08,75.66,39.12,57.47,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|178|2,0,13.31,63.55,75.0,75.66,22.32,55.1,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|925M|2,0,35.78,62.99,74.6,44.01,21.84,44.71,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|925M|3,0,15.98,62.83,47.34,74.73,22.24,52.94,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|960|1,0,39.16,61.41,63.27,44.26,30.98,45.38,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|961M|1,0,18.23,65.54,50.72,75.66,40.57,56.31,True
2026-07-12T14:52:50|45139,less_transfer,2026-07-12T14:52:50|45139|961M|2,0,8.36,64.63,49.0,74.73,23.62,51.75,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|925M|1,1,56.69,65.34,76.87,76.57,38.7,67.61,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|160|1,0,23.66,64.58,73.52,45.24,39.38,56.8,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|170|1,0,17.73,64.48,84.32,76.75,31.54,62.74,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|178|1,0,25.85,62.87,50.08,75.66,39.12,47.72,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|178|2,0,13.31,63.55,75.0,75.66,22.32,56.07,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|925M|2,0,35.78,62.99,74.6,44.01,21.84,57.72,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|925M|3,0,15.98,62.83,47.34,74.73,22.24,42.61,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|960|1,0,39.16,61.41,63.27,44.26,30.98,53.47,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|961M|1,0,18.23,65.54,50.72,75.66,40.57,46.98,True
2026-07-12T14:52:50|45139,less_walking,2026-07-12T14:52:50|45139|961M|2,0,8.36,64.63,49.0,74.73,23.62,42.27,True
2026-07-12T14:52:51|46211,balanced,2026-07-12T14:52:51|46211|950|3,1,53.54,64.48,85.37,76.75,30.7,61.1,True
2026-07-12T14:52:51|46211,balanced,2026-07-12T14:52:51|46211|170X|1,0,65.3,59.08,46.65,16.37,29.9,48.3,True
2026-07-12T14:52:51|46211,balanced,2026-07-12T14:52:51|46211|170|1,0,42.33,61.41,61.52,44.25,30.52,48.5,True
2026-07-12T14:52:51|46211,balanced,2026-07-12T14:52:51|46211|170|2,0,25.56,63.68,74.04,76.3,30.92,50.78,True
2026-07-12T14:52:51|46211,balanced,2026-07-12T14:52:51|46211|170|3,0,8.93,64.48,82.21,76.75,31.43,47.36,True
2026-07-12T14:52:51|46211,balanced,2026-07-12T14:52:51|46211|950|2,0,52.72,62.75,76.53,75.38,14.28,56.43,True
2026-07-12T14:52:51|46211,comfort,2026-07-12T14:52:51|46211|950|3,1,53.54,64.48,85.37,76.75,30.7,60.99,True
2026-07-12T14:52:51|46211,comfort,2026-07-12T14:52:51|46211|170X|1,0,65.3,59.08,46.65,16.37,29.9,52.72,True
2026-07-12T14:52:51|46211,comfort,2026-07-12T14:52:51|46211|170|1,0,42.33,61.41,61.52,44.25,30.52,53.08,True
2026-07-12T14:52:51|46211,comfort,2026-07-12T14:52:51|46211|170|2,0,25.56,63.68,74.04,76.3,30.92,54.6,True
2026-07-12T14:52:51|46211,comfort,2026-07-12T14:52:51|46211|170|3,0,8.93,64.48,82.21,76.75,31.43,52.79,True
2026-07-12T14:52:51|46211,comfort,2026-07-12T14:52:51|46211|950|2,0,52.72,62.75,76.53,75.38,14.28,57.12,True
2026-07-12T14:52:51|46211,fastest,2026-07-12T14:52:51|46211|950|3,1,53.54,64.48,85.37,76.75,30.7,57.61,True
2026-07-12T14:52:51|46211,fastest,2026-07-12T14:52:51|46211|170X|1,0,65.3,59.08,46.65,16.37,29.9,55.24,True
2026-07-12T14:52:51|46211,fastest,2026-07-12T14:52:51|46211|170|1,0,42.33,61.41,61.52,44.25,30.52,45.51,True
2026-07-12T14:52:51|46211,fastest,2026-07-12T14:52:51|46211|170|2,0,25.56,63.68,74.04,76.3,30.92,39.58,True
2026-07-12T14:52:51|46211,fastest,2026-07-12T14:52:51|46211|170|3,0,8.93,64.48,82.21,76.75,31.43,30.6,True
2026-07-12T14:52:51|46211,fastest,2026-07-12T14:52:51|46211|950|2,0,52.72,62.75,76.53,75.38,14.28,54.27,True
2026-07-12T14:52:51|46211,less_transfer,2026-07-12T14:52:51|46211|950|3,1,53.54,64.48,85.37,76.75,30.7,66.25,True
2026-07-12T14:52:51|46211,less_transfer,2026-07-12T14:52:51|46211|170X|1,0,65.3,59.08,46.65,16.37,29.9,36.04,True
2026-07-12T14:52:51|46211,less_transfer,2026-07-12T14:52:51|46211|170|1,0,42.33,61.41,61.52,44.25,30.52,45.9,True
2026-07-12T14:52:51|46211,less_transfer,2026-07-12T14:52:51|46211|170|2,0,25.56,63.68,74.04,76.3,30.92,58.9,True
2026-07-12T14:52:51|46211,less_transfer,2026-07-12T14:52:51|46211|170|3,0,8.93,64.48,82.21,76.75,31.43,56.26,True
2026-07-12T14:52:51|46211,less_transfer,2026-07-12T14:52:51|46211|950|2,0,52.72,62.75,76.53,75.38,14.28,62.86,True
2026-07-12T14:52:51|46211,less_walking,2026-07-12T14:52:51|46211|950|3,1,53.54,64.48,85.37,76.75,30.7,70.34,True
2026-07-12T14:52:51|46211,less_walking,2026-07-12T14:52:51|46211|170X|1,0,65.3,59.08,46.65,16.37,29.9,47.78,True
2026-07-12T14:52:51|46211,less_walking,2026-07-12T14:52:51|46211|170|1,0,42.33,61.41,61.52,44.25,30.52,53.19,True
2026-07-12T14:52:51|46211,less_walking,2026-07-12T14:52:51|46211|170|2,0,25.56,63.68,74.04,76.3,30.92,58.97,True
2026-07-12T14:52:51|46211,less_walking,2026-07-12T14:52:51|46211|170|3,0,8.93,64.48,82.21,76.75,31.43,59.91,True
2026-07-12T14:52:51|46211,less_walking,2026-07-12T14:52:51|46211|950|2,0,52.72,62.75,76.53,75.38,14.28,63.8,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|969|1,1,80.45,62.53,85.92,77.02,36.66,69.71,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|109|1,0,60.33,63.84,84.83,45.86,38.19,59.39,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|110|1,0,23.6,63.79,85.74,77.02,38.98,53.29,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|168|1,0,65.41,43.76,75.6,44.87,30.48,53.21,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|27|1,0,16.76,44.45,64.77,75.84,32.19,42.06,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|27|2,0,14.23,44.45,64.43,75.84,32.27,41.26,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|3|1,0,58.51,62.7,76.89,76.57,37.66,61.9,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|858|1,0,6.46,43.13,64.82,76.12,39.98,39.86,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|88|1,0,67.34,63.23,63.0,44.63,38.16,57.88,True
2026-07-12T14:52:52|65199,balanced,2026-07-12T14:52:52|65199|89|1,0,16.52,61.07,74.77,17.28,39.44,39.95,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|969|1,1,80.45,62.53,85.92,77.02,36.66,65.54,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|109|1,0,60.33,63.84,84.83,45.86,38.19,60.55,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|110|1,0,23.6,63.79,85.74,77.02,38.98,56.26,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|168|1,0,65.41,43.76,75.6,44.87,30.48,48.69,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|27|1,0,16.76,44.45,64.77,75.84,32.19,41.82,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|27|2,0,14.23,44.45,64.43,75.84,32.27,41.34,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|3|1,0,58.51,62.7,76.89,76.57,37.66,61.05,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|858|1,0,6.46,43.13,64.82,76.12,39.98,40.19,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|88|1,0,67.34,63.23,63.0,44.63,38.16,59.64,True
2026-07-12T14:52:52|65199,comfort,2026-07-12T14:52:52|65199|89|1,0,16.52,61.07,74.77,17.28,39.44,48.49,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|969|1,1,80.45,62.53,85.92,77.02,36.66,74.19,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|109|1,0,60.33,63.84,84.83,45.86,38.19,59.83,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|110|1,0,23.6,63.79,85.74,77.02,38.98,40.45,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|168|1,0,65.41,43.76,75.6,44.87,30.48,58.7,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|27|1,0,16.76,44.45,64.77,75.84,32.19,31.16,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|27|2,0,14.23,44.45,64.43,75.84,32.27,29.61,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|3|1,0,58.51,62.7,76.89,76.57,37.66,60.21,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|858|1,0,6.46,43.13,64.82,76.12,39.98,25.62,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|88|1,0,67.34,63.23,63.0,44.63,38.16,61.68,True
2026-07-12T14:52:52|65199,fastest,2026-07-12T14:52:52|65199|89|1,0,16.52,61.07,74.77,17.28,39.44,30.04,True
2026-07-12T14:52:52|65199,less_transfer,2026-07-12T14:52:52|65199|969|1,1,80.45,62.53,85.92,77.02,36.66,72.71,True
2026-07-12T14:52:52|65199,less_transfer,2026-07-12T14:52:52|65199|109|1,0,60.33,63.84,84.83,45.86,38.19,53.55,True
2026-07-12T14:52:52|65199,less_transfer,2026-07-12T14:52:52|65199|110|1,0,23.6,63.79,85.74,77.02,38.98,60.57,True
2026-07-12T14:52:52|65199,less_transfer,2026-07-12T14:52:52|65199|168|1,0,65.41,43.76,75.6,44.87,30.48,50.28,True
2026-07-12T14:52:52|65199,less_transfer,2026-07-12T14:52:52|65199|27|1,0,16.76,44.45,64.77,75.84,32.19,53.83,True
2026-07-12T14:52:52|65199,less_transfer,2026-07-12T14:52:52|65199|27|2,0,14.23,44.45,64.43,75.84,32.27,53.25,True
2026-07-12T14:52:52|65199,less_transfer,2026-07-12T14:52:52|65199|3|1,0,58.51,62.7,76.89,76.57,37.66,67.07,True
2026-07-12T14:52:52|65199,less_transfer,2026-07-12T14:52:52|65199|858|1,0,6.46,43.13,64.82,76.12,39.98,52.32,True
2026-07-12T14:52:52|65199,less_transfer,2026-07-12T14:52:52|65199|88|1,0,67.34,63.23,63.0,44.63,38.16,52.68,True
