candidate_group_id,route_id,llm_label_count,llm_seed_count,llm_time_score,llm_time_score_std,llm_comfort_score,llm_comfort_score_std,llm_walk_score,llm_walk_score_std,llm_transfer_score,llm_transfer_score_std,llm_reliability_score,llm_reliability_score_std,llm_score_std_mean,llm_label_confidence,llm_reason_sample
backend_graph_od_00122_28099_17171,"graph_(127, 128)_28099_17171_3",3,3,30.0,0.0,80.0,0.0,90.0,0.0,80.0,0.0,80.0,0.0,0.0,0.7,高ETA极长骑行时间实时数据高完整性 | 极高ETA和骑行时间，数据新鲜但频率高 | 极高ETA极长骑行时间实时数据
backend_graph_od_00122_28099_17171,"graph_(127, 209)_28099_17171_1",3,3,60.0,6.2361,75.0,0.0,90.0,0.0,80.0,0.0,80.0,0.0,1.2472,0.7006,高ETA中等骑行时间实时数据高完整性 | 高ETA，中等骑行，数据新鲜但监测较低 | 高ETA中等骑行时间实时数据
backend_graph_od_00122_28099_17171,"graph_(127, 221)_28099_17171_0",3,3,70.0,6.2361,80.0,0.0,90.0,0.0,80.0,0.0,80.0,0.0,1.2472,0.7006,高ETA短骑行时间实时数据高完整性 | 高ETA但短骑行，数据新鲜，频率高 | 高ETA短骑行时间实时数据
backend_graph_od_00122_28099_17171,"graph_(127, 585, 583)_28099_17171_10",3,3,50.0,7.0711,80.0,0.0,80.0,4.714,50.0,4.714,80.0,0.0,3.2998,0.6271,高ETA两次换乘步行较长实时数据 | 两次换乘，步行较长，数据新鲜 | 高ETA中等骑行时间两次换乘步行较长
backend_graph_od_00122_28099_17171,"graph_(127, 720)_28099_17171_2",3,3,65.0,4.9216,80.0,0.0,90.0,0.0,80.0,0.0,80.0,0.0,0.9843,0.704,高ETA中等骑行时间实时数据高完整性 | 高ETA但短骑行，数据新鲜，频率高 | 高ETA短骑行时间实时数据
backend_graph_od_00122_28099_17171,"graph_(130, 209)_28099_17171_5",3,3,75.0,2.357,75.0,0.0,90.0,0.0,80.0,0.0,60.0,0.0,0.4714,0.7106,中等ETA骑行时间较短但数据老化降级字段多 | 中等ETA，数据较旧，部分降级 | 中等ETA骑行时间较长数据较旧降级多
backend_graph_od_00122_28099_17171,"graph_(130, 221)_28099_17171_4",3,3,80.0,2.357,80.0,0.0,90.0,0.0,80.0,0.0,60.0,0.0,0.4714,0.7106,低骑行时间中等ETA数据老化降级字段多 | 短骑行时间，数据较旧，部分降级 | 短骑行时间中等ETA数据较旧降级多
backend_graph_od_00122_28099_17171,"graph_(130, 720)_28099_17171_6",3,3,78.0,0.9428,80.0,0.0,90.0,0.0,80.0,0.0,60.0,0.0,0.1886,0.7142,中等骑行时间数据老化降级字段多 | 中等骑行时间，数据较旧，部分降级 | 短骑行时间中等ETA数据较旧降级多
backend_graph_od_00122_28099_17171,"graph_(432, 209)_28099_17171_7",3,3,50.0,4.714,70.0,0.0,90.0,0.0,80.0,0.0,85.0,0.0,0.9428,0.7209,高ETA长骑行时间高负载实时数据高监控 | 高ETA，长骑行，负载较低，数据新鲜 | 高ETA长骑行时间低负载实时数据高监控
backend_graph_od_00122_28099_17171,"graph_(768, 209)_28099_17171_8",3,3,85.0,0.0,80.0,0.0,90.0,0.0,80.0,0.0,85.0,0.0,0.0,0.8333,低ETA短骑行时间低服务间隔实时数据高监控高完整性 | 低ETA，短步行，实时数据新鲜，监测完整 | 低ETA短骑行时间低频次实时数据高监控
backend_graph_od_00123_59079_58211,"graph_(43, 46)_59079_58211_6",3,3,70.0,2.357,60.0,4.0825,60.0,11.7851,50.0,4.714,70.0,0.0,4.5877,0.6728,1次换乘，乘车时间23分，步行6分，频率12分钟，负载70，历史流量45，拥堵50，数据较新 | 1次换乘，ETA短，乘车时间中等，步行6分钟，频率中等 | 1次换乘，ETA短，乘车时间中等，服务间隔12分钟，负荷70，历史流量45，拥堵50，数据较新鲜
backend_graph_od_00123_59079_58211,"graph_(43, 641)_59079_58211_4",3,3,72.0,2.8284,60.0,4.3205,60.0,11.7851,50.0,4.714,70.0,0.0,4.7296,0.6709,1次换乘，乘车时间23分，步行6分，频率10分钟，负载70，历史流量45，拥堵60，数据较新 | 1次换乘，ETA短，乘车时间中等，频率较高，步行6分钟 | 1次换乘，ETA短，乘车时间23分钟，服务间隔10.2分钟，负荷70，历史流量45，拥堵60
backend_graph_od_00123_59079_58211,"graph_(43, 644)_59079_58211_7",3,3,50.0,4.714,60.0,4.0825,60.0,11.7851,50.0,4.714,70.0,0.0,5.0591,0.6666,1次换乘，乘车时间46分较长，步行6分，频率12分钟，负载70，历史流量45，拥堵50 | 1次换乘，乘车时间46分钟过长，步行6分钟 | 1次换乘，乘车时间46分钟过长，服务间隔12分钟，负荷70，历史流量45，拥堵50
backend_graph_od_00123_59079_58211,"graph_(43, 669)_59079_58211_5",3,3,68.0,2.8674,60.0,4.0825,60.0,11.7851,50.0,4.714,70.0,0.0,4.6898,0.6714,1次换乘，乘车时间26分，步行6分，频率13分钟，负载70，历史流量45，拥堵50 | 1次换乘，乘车时间26分钟，频率较低，步行6分钟 | 1次换乘，乘车时间26分钟，服务间隔13.1分钟，负荷70，历史流量45，拥堵50
backend_graph_od_00123_59079_58211,"graph_(43, 671)_59079_58211_8",3,3,72.0,1.8856,60.0,4.3205,60.0,11.7851,50.0,4.714,70.0,0.0,4.5411,0.6734,1次换乘，乘车时间23分，步行6分，频率11分钟，负载70，历史流量45，拥堵60 | 1次换乘，乘车时间23分钟，频率较高，步行6分钟 | 1次换乘，乘车时间23分钟，服务间隔11.4分钟，负荷70，历史流量45，拥堵60
backend_graph_od_00123_59079_58211,"graph_(43, 673)_59079_58211_9",3,3,65.0,4.0825,60.0,4.3205,60.0,11.7851,50.0,4.714,70.0,0.0,4.9804,0.6676,1次换乘，乘车时间23分，步行6分，频率22分钟较长，负载70，历史流量45，拥堵60 | 1次换乘，乘车时间23分钟，频率21.7分钟过长，步行6分钟 | 1次换乘，乘车时间23分钟，服务间隔21.7分钟较长，负荷70，历史流量45，拥堵60
backend_graph_od_00123_59079_58211,"graph_(43,)_59079_58211_0",3,3,85.0,0.0,60.0,4.3205,80.0,4.714,100.0,0.0,70.0,0.0,1.8069,0.7901,直达，乘车时间22分，步行4分，频率13分钟，负载70，历史流量45，拥堵60 | 直达，ETA短，乘车时间22分钟，步行4分钟，频率中等 | 直达，ETA短，乘车时间22分钟，步行4分钟，服务间隔13.3分钟，负荷70，拥堵60
backend_graph_od_00123_59079_58211,"graph_(46,)_59079_58211_1",3,3,70.0,2.357,60.0,4.0825,80.0,4.714,100.0,0.0,70.0,0.0,2.2307,0.7839,直达，ETA较长12分，乘车时间22分，步行4分，频率11分钟，负载70，历史流量45，拥堵50 | 直达，ETA11.9分钟，乘车时间22分钟，步行4分钟，频率较高 | 直达，ETA11.9分钟较长，乘车时间22分钟，步行4分钟，服务间隔10.75分钟，负荷70，拥堵50
backend_graph_od_00123_59079_58211,"graph_(641,)_59079_58211_2",3,3,68.0,3.7712,60.0,4.3205,80.0,4.714,100.0,0.0,70.0,0.0,2.5612,0.779,直达，ETA较长19分，乘车时间20分，步行4分，频率7分钟，负载70，历史流量45，拥堵60 | 直达，ETA19.45分钟，乘车时间20分钟，步行4分钟，频率最高 | 直达，ETA19.45分钟最长，乘车时间20分钟，步行4分钟，服务间隔7.1分钟，负荷70，拥堵60
backend_graph_od_00123_59079_58211,"graph_(671,)_59079_58211_3",3,3,65.0,2.357,70.0,4.0825,80.0,4.714,100.0,0.0,70.0,0.0,2.2307,0.7839,直达，ETA较长17分，乘车时间24分，步行4分，频率9分钟，负载100较低，历史流量45，拥堵60 | 直达，ETA16.8分钟，乘车时间24分钟，步行4分钟，频率高，负载低 | 直达，ETA16.8分钟较长，乘车时间24分钟，步行4分钟，服务间隔9.4分钟，负荷100，拥堵60
backend_graph_od_00124_9048_84009,"graph_(101,)_9048_84009_0",3,3,70.0,4.714,80.0,6.2361,90.0,2.357,100.0,0.0,70.0,0.0,2.6614,0.7299,直达，ETA较短，但乘车时间长，步行时间短，负载低 | 直达无换乘，步行4分320米，但ETA5.03分，ride_time96分过长，服务间隔15.4分中等 | 无换乘，但ETA5分，乘车时间96分较长，步行4分
backend_graph_od_00124_9048_84009,"graph_(145,)_9048_84009_1",3,3,60.0,10.274,70.0,4.714,90.0,2.357,100.0,0.0,70.0,0.0,3.469,0.6875,直达，但ETA较长，负载中等，乘车时间短 | 直达无换乘，步行4分320米，ride_time64分，但ETA12.8分较长，load_score70较低，服务间隔13.6分较好 | 无换乘，ETA12.8分较长，负载70较低，乘车时间64分
backend_graph_od_00124_9048_84009,"graph_(169,)_9048_84009_2",3,3,95.0,2.357,80.0,6.2361,90.0,2.357,100.0,0.0,70.0,0.0,2.19,0.8165,直达，ETA极短，乘车时间短，步行时间短，负载低，但数据新鲜度较低 | ETA极短0.97分，直达无换乘，步行4分320米，但ride_time较长64分，服务间隔22.5分较大，数据有退化字段 | ETA极短0.97分，无换乘，步行4分，负载低，但数据有降级
backend_graph_od_00124_9048_84009,"graph_(17, 101)_9048_84009_5",3,3,50.0,4.714,80.0,6.2361,80.0,4.714,60.0,0.0,70.0,0.0,3.1328,0.6448,一次换乘，ETA较长，乘车时间长，步行时间稍长 | 1次换乘，步行6分480米，ETA19.98分，ride_time96分过长，服务间隔13.4分中等 | 1次换乘，ETA20分，步行6分，乘车96分较长
backend_graph_od_00124_9048_84009,"graph_(17, 145)_9048_84009_6",3,3,55.0,2.357,80.0,6.2361,80.0,4.714,60.0,0.0,70.0,0.0,2.6614,0.6506,一次换乘，ETA较长，乘车时间短，步行时间稍长 | 1次换乘，步行6分480米，ETA19.98分，ride_time64分，服务间隔12.6分较好 | 1次换乘，ETA20分，步行6分，乘车64分中等
backend_graph_od_00124_9048_84009,"graph_(17, 169)_9048_84009_7",3,3,55.0,2.357,80.0,6.2361,80.0,4.714,60.0,0.0,70.0,0.0,2.6614,0.6506,一次换乘，ETA较长，乘车时间短，步行时间稍长 | 1次换乘，步行6分480米，ETA19.98分，ride_time64分，服务间隔17分较大 | 1次换乘，ETA20分，步行6分，乘车64分，频率17分较疏
backend_graph_od_00124_9048_84009,"graph_(17, 561)_9048_84009_4",3,3,55.0,2.357,80.0,2.357,80.0,4.714,60.0,0.0,70.0,0.0,1.8856,0.6601,一次换乘，ETA较长，乘车时间短，步行时间稍长，拥堵较低 | 1次换乘，步行6分480米，ETA19.98分，ride_time60分较短，服务间隔10.9分好，congestion60较低 | 1次换乘，ETA20分，步行6分，乘车60分，频率10.9分较密
backend_graph_od_00124_9048_84009,"graph_(31, 101)_9048_84009_9",3,3,40.0,4.714,80.0,7.0711,80.0,4.714,60.0,0.0,65.0,0.0,3.2998,0.5957,一次换乘，ETA长，乘车时间长，步行时间稍长，监测分数较低 | 1次换乘，步行6分480米，ETA26.97分较长，ride_time96分过长，monitored_score75较低 | 1次换乘，ETA27分较长，步行6分，乘车96分，监测75
backend_graph_od_00124_9048_84009,"graph_(31, 561)_9048_84009_8",3,3,40.0,4.0825,75.0,4.0825,80.0,4.714,60.0,0.0,65.0,0.0,2.5758,0.604,一次换乘，ETA长，乘车时间短，步行时间稍长，监测分数较低 | 1次换乘，步行6分480米，ETA26.97分较长，ride_time60分，服务间隔10.8分好，monitored_score75较低 | 1次换乘，ETA27分，步行6分，乘车60分，监测75
backend_graph_od_00124_9048_84009,"graph_(561,)_9048_84009_3",3,3,35.0,8.4984,75.0,4.0825,90.0,2.357,100.0,0.0,65.0,0.0,2.9876,0.6624,直达，但ETA很长，乘车时间短，步行时间短，监测分数较低 | 直达无换乘，步行4分320米，但ETA30.77分很长，ride_time60分，服务间隔10.4分好，monitored_score75较低 | 无换乘，但ETA30.8分很长，步行4分，监测75
backend_graph_od_00125_81129_50038,"graph_(128, 457)_81129_50038_1",3,3,50.0,7.0711,75.0,4.714,90.0,0.0,80.0,0.0,65.0,2.357,2.8284,0.6011,ETA很长，但乘车时间短，监测分较低，数据有降级 | 高ETA，低乘车时间，1次换乘，监测分数较低 | ETA很长但乘车时间短，监测分数较低
backend_graph_od_00125_81129_50038,"graph_(128, 459)_81129_50038_2",3,3,50.0,7.0711,75.0,6.2361,90.0,0.0,80.0,0.0,65.0,2.357,3.1328,0.5976,ETA很长，但乘车时间短，监测分较低，数据有降级 | 高ETA，低乘车时间，1次换乘，监测分数较低 | ETA很长但乘车时间短，监测分数较低
backend_graph_od_00125_81129_50038,"graph_(132, 104)_81129_50038_5",3,3,40.0,0.0,75.0,4.0825,90.0,0.0,80.0,0.0,70.0,2.357,1.2879,0.6349,ETA很长，乘车时间长，频率低，数据有降级 | 高ETA，长乘车时间，1次换乘，服务频率低 | ETA很长，乘车时间长
backend_graph_od_00125_81129_50038,"graph_(132, 457)_81129_50038_3",3,3,45.0,2.357,75.0,4.714,90.0,0.0,80.0,0.0,65.0,2.357,1.8856,0.5957,ETA很长，乘车时间中等，频率低，数据降级多 | 高ETA，中等乘车时间，1次换乘，速度带默认且降级字段多 | ETA很长，数据有降级
backend_graph_od_00125_81129_50038,"graph_(132, 459)_81129_50038_4",3,3,45.0,2.357,75.0,4.0825,90.0,0.0,80.0,0.0,70.0,2.357,1.7593,0.6294,ETA很长，乘车时间中等，频率较低，数据有降级 | 高ETA，中等乘车时间，1次换乘，数据较完整 | ETA很长，乘车时间中等
backend_graph_od_00125_81129_50038,"graph_(274, 157)_81129_50038_6",3,3,60.0,2.357,75.0,4.0825,90.0,0.0,80.0,0.0,70.0,2.357,1.7593,0.6778,ETA较长，乘车时间长，数据有降级 | 较高ETA，长乘车时间，1次换乘，数据有降级字段 | ETA较长，乘车时间较长
backend_graph_od_00125_81129_50038,"graph_(314, 457)_81129_50038_7",3,3,75.0,0.0,75.0,4.714,90.0,0.0,80.0,0.0,65.0,2.357,1.4142,0.6822,乘车时间短，但ETA中等，数据降级较多，频率较低 | 中等ETA，低乘车时间，1次换乘，但速度带默认且降级字段多 | 乘车时间短，但ETA中等，数据有降级
backend_graph_od_00125_81129_50038,"graph_(314, 459)_81129_50038_8",3,3,75.0,0.0,75.0,4.0825,90.0,0.0,80.0,0.0,70.0,2.357,1.2879,0.7163,乘车时间短，ETA中等，数据有降级但频率较好 | 中等ETA，低乘车时间，1次换乘，数据较完整 | 乘车时间短，数据较完整
backend_graph_od_00125_81129_50038,"graph_(84, 86, 157)_81129_50038_14",3,3,70.0,0.0,75.0,4.0825,80.0,0.0,60.0,0.0,70.0,2.357,1.2879,0.6838,2次换乘，步行稍多，ETA较长，数据有降级 | 较高ETA和步行时间，2次换乘，数据有降级字段 | 2次换乘，步行稍多，ETA略长
backend_graph_od_00125_81129_50038,"graph_(86, 157)_81129_50038_0",3,3,85.0,0.0,75.0,4.0825,90.0,0.0,80.0,0.0,70.0,2.357,1.2879,0.7652,ETA短，步行少，1次换乘，但乘车时间长，数据有降级 | 低ETA和步行时间，1次换乘，中等服务频率，数据有降级字段 | ETA短，步行少，1次换乘，数据较新
backend_graph_od_00126_28511_28091,"graph_(135, 200)_28511_28091_9",3,3,20.0,4.714,70.0,8.165,80.0,4.714,60.0,4.714,75.0,4.0825,5.2779,0.6335,高ETA、长乘车时间、一次换乘、步行较长，但频率高、数据新鲜 | ETA较长16.38分钟，乘车时间102分钟极长，1次换乘，步行6分钟 | ETA较长16.38分钟，一次换乘，步行6分钟，但服务频率高且数据新鲜
backend_graph_od_00126_28511_28091,"graph_(135, 216)_28511_28091_4",3,3,85.0,7.0711,70.0,8.165,80.0,4.714,60.0,4.714,75.0,4.0825,5.7493,0.6276,ETA高但乘车时间短、一次换乘、步行较长，频率中等 | ETA较长16.38分钟，乘车时间9分钟短，1次换乘，步行6分钟 | ETA较长16.38分钟但乘车时间仅9分钟，一次换乘，步行6分钟，数据新鲜
backend_graph_od_00126_28511_28091,"graph_(135, 432)_28511_28091_8",3,3,60.0,4.714,70.0,8.165,80.0,4.714,60.0,4.714,75.0,4.0825,5.2779,0.6335,ETA高、乘车时间较长、一次换乘、步行较长，频率中等 | ETA较长16.38分钟，乘车时间24分钟中等，1次换乘，步行6分钟 | ETA较长16.38分钟，乘车时间24分钟，一次换乘，步行6分钟，数据新鲜
backend_graph_od_00126_28511_28091,"graph_(135, 768)_28511_28091_5",3,3,85.0,7.0711,75.0,4.714,80.0,4.714,60.0,4.714,75.0,4.0825,5.0591,0.6363,ETA高但乘车时间短、一次换乘、步行较长，频率较好 | ETA较长16.38分钟，乘车时间9分钟短，1次换乘，步行6分钟，拥堵较低 | ETA较长16.38分钟但乘车时间仅9分钟，一次换乘，步行6分钟，拥堵较低
backend_graph_od_00126_28511_28091,"graph_(135, 782)_28511_28091_6",3,3,70.0,6.2361,75.0,4.714,80.0,4.714,60.0,4.714,75.0,6.2361,5.3229,0.6329,ETA高但乘车时间短、一次换乘、步行较长，频率较低 | ETA较长16.38分钟，乘车时间9分钟短，1次换乘，步行6分钟，服务间隔较大 | ETA较长16.38分钟，乘车时间9分钟，一次换乘，步行6分钟，服务间隔较大
backend_graph_od_00126_28511_28091,"graph_(135, 783)_28511_28091_7",3,3,80.0,8.4984,70.0,8.165,80.0,4.714,60.0,4.714,75.0,4.0825,6.0348,0.624,ETA高但乘车时间短、一次换乘、步行较长，频率中等 | ETA较长16.38分钟，乘车时间9分钟短，1次换乘，步行6分钟，拥堵较高 | ETA较长16.38分钟，乘车时间9分钟，一次换乘，步行6分钟，服务频率中等
backend_graph_od_00126_28511_28091,"graph_(216,)_28511_28091_0",3,3,50.0,4.714,65.0,2.357,90.0,0.0,100.0,0.0,75.0,2.357,1.8856,0.7567,高ETA、零换乘、步行短，负载较低、频率好 | ETA最长33.7分钟，直达，步行4分钟，负载较低，监测分高 | ETA33.7分钟较长，零换乘，步行4分钟，但负载较低且数据新鲜
backend_graph_od_00126_28511_28091,"graph_(768,)_28511_28091_1",3,3,70.0,4.714,70.0,0.0,90.0,0.0,100.0,0.0,65.0,0.0,0.9428,0.77,ETA较高、零换乘、步行短，频率好但数据新鲜度中等 | ETA较长20.25分钟，直达，步行4分钟，监测分较低 | ETA20.25分钟，零换乘，步行4分钟，数据新鲜度一般且部分监控
backend_graph_od_00126_28511_28091,"graph_(782,)_28511_28091_2",3,3,95.0,0.0,70.0,0.0,90.0,0.0,100.0,0.0,65.0,0.0,0.0,0.8,低ETA、短乘车时间、零换乘、步行短，但数据新鲜度较低且有降级字段 | ETA极短1.13分钟，直达，步行4分钟，但数据新鲜度较低且部分字段降级 | ETA极短1.13分钟，零换乘，步行4分钟，但数据新鲜度较低且部分字段降级
backend_graph_od_00126_28511_28091,"graph_(783,)_28511_28091_3",3,3,90.0,0.0,75.0,0.0,90.0,0.0,100.0,0.0,75.0,0.0,0.0,0.8,ETA稍高但频率更好、零换乘、步行短，数据新鲜度中等 | ETA较短4.28分钟，直达，步行4分钟，监测分高，数据较新鲜 | ETA较短4.28分钟，零换乘，步行4分钟，数据新鲜度较好且完全监控
backend_graph_od_00127_84031_85099,"graph_(274,)_84031_85099_0",3,3,50.0,8.4984,75.0,4.0825,80.0,0.0,100.0,0.0,85.0,2.357,2.9876,0.7727,直达，步行短，数据较新且监控完整 | 直达步行短但ETA高数据新鲜完整监测高 | 直达无换乘，步行4分钟，数据较新且监测分高，但ETA长
backend_graph_od_00127_84031_85099,"graph_(363,)_84031_85099_1",3,3,60.0,4.714,70.0,2.357,80.0,0.0,100.0,0.0,70.0,2.357,1.8856,0.6923,直达但ETA长，骑行时间长，数据较新但部分降级 | 直达步行短但ETA高乘车时间长数据新鲜 | 直达无换乘，步行4分钟，但乘车时间长，ETA长
backend_graph_od_00127_84031_85099,"graph_(367,)_84031_85099_2",3,3,70.0,4.714,70.0,2.357,80.0,0.0,100.0,0.0,65.0,2.357,1.8856,0.7084,直达但ETA较长，步行4分钟，数据较旧且部分降级 | 直达步行短但ETA较高乘车时间短数据较旧 | 直达无换乘，步行4分钟，但ETA较长且数据较旧
backend_graph_od_00127_84031_85099,"graph_(680,)_84031_85099_3",3,3,20.0,7.0711,70.0,2.357,80.0,0.0,100.0,0.0,80.0,2.357,2.357,0.7341,直达但骑行时间极长，数据较新 | 直达步行短但ETA极高乘车时间极长 | 直达无换乘，步行4分钟，但乘车时间极长，ETA长
backend_graph_od_00127_84031_85099,"graph_(90, 274)_84031_85099_4",3,3,55.0,7.0711,75.0,2.357,60.0,4.714,60.0,4.714,75.0,2.357,4.2426,0.6619,ETA中等，需换乘，数据较新且完整度较高 | ETA高需换乘但数据完整交通顺畅 | 需换乘一次，步行6分钟，ETA长，但数据较新且拥堵低
backend_graph_od_00127_84031_85099,"graph_(90, 363)_84031_85099_5",3,3,50.0,7.0711,70.0,2.357,60.0,4.714,60.0,4.714,65.0,2.357,4.2426,0.6158,ETA中等，需换乘，数据降级较多 | ETA高换乘1次数据降级较多 | 需换乘，ETA长，乘车时间长，数据退化多
backend_graph_od_00127_84031_85099,"graph_(90, 367)_84031_85099_6",3,3,60.0,8.4984,70.0,2.357,60.0,4.714,60.0,4.714,65.0,2.357,4.5281,0.6123,ETA中等，需换乘但骑行时间较短，数据降级 | ETA高换乘1次乘车时间短但数据降级 | 需换乘，ETA长，但乘车时间较短，数据退化多
backend_graph_od_00127_84031_85099,"graph_(90, 680)_84031_85099_7",3,3,20.0,4.714,70.0,2.357,60.0,4.714,60.0,4.714,75.0,2.357,3.7712,0.668,骑行时间极长，需换乘，数据较新 | ETA高乘车时间极长换乘1次数据完整 | 需换乘，乘车时间极长，ETA长，数据较新
backend_graph_od_00127_84031_85099,"graph_(91, 274)_84031_85099_8",3,3,85.0,7.0711,75.0,2.357,60.0,4.714,60.0,4.714,70.0,2.357,4.2426,0.6927,ETA短但需换乘1次，步行6分钟，数据较新但部分字段降级 | 低ETA短乘车时间但需换乘1次步行6分钟 | ETA短但需换乘一次，步行6分钟，数据较新但部分退化
backend_graph_od_00127_84031_85099,"graph_(91, 363)_84031_85099_9",3,3,80.0,7.0711,70.0,2.357,60.0,4.714,60.0,4.714,65.0,2.357,4.2426,0.6465,ETA短但需换乘，骑行时间较长，数据降级较多 | 低ETA但乘车时间较长换乘1次数据降级较多 | ETA短但需换乘，步行6分钟，拥堵略高，数据退化较多
backend_graph_od_00128_55509_59073,"graph_(37, 651, 596)_55509_59073_4",3,3,55.0,2.357,70.0,2.357,80.0,0.0,60.0,0.0,60.0,0.0,0.9428,0.639,ETA来自回退，降级字段多，2次换乘 | ETA长，2次换乘，数据退化较多，完整度低 | 长ETA2次换乘步行稍长数据较旧且有降级
backend_graph_od_00128_55509_59073,"graph_(37, 651, 607)_55509_59073_5",3,3,45.0,0.0,70.0,2.357,80.0,0.0,60.0,0.0,60.0,0.0,0.4714,0.628,骑行时间最长，其他同4 | 骑行时间更长，其他与上类似 | 长ETA2次换乘步行稍长ride时间很长数据降级
backend_graph_od_00128_55509_59073,"graph_(37, 652, 596)_55509_59073_6",3,3,55.0,2.357,70.0,2.357,80.0,0.0,60.0,0.0,60.0,0.0,0.9428,0.639,与4类似，服务不同 | 与4类似，服务不同 | 长ETA2次换乘步行稍长数据较旧且有降级
backend_graph_od_00128_55509_59073,"graph_(37, 652, 607)_55509_59073_7",3,3,45.0,2.357,70.0,2.357,80.0,0.0,60.0,0.0,60.0,0.0,0.9428,0.6226,骑行时间较长，其他同6 | 骑行时间较长，其他与上类似 | 长ETA2次换乘步行稍长ride时间较长数据降级
backend_graph_od_00128_55509_59073,"graph_(38, 651, 596)_55509_59073_8",3,3,60.0,4.714,75.0,2.357,80.0,0.0,60.0,0.0,70.0,2.357,1.8856,0.6923,2次换乘，步行稍多，但数据较新鲜且完整度较高 | 2次换乘，步行稍长，数据较新鲜且完整度较高 | 中等ETA2次换乘步行稍长但数据较新且完整
backend_graph_od_00128_55509_59073,"graph_(38, 651, 607)_55509_59073_9",3,3,50.0,0.0,75.0,2.357,80.0,0.0,60.0,0.0,70.0,2.357,0.9428,0.6881,骑行时间最长，2次换乘 | 骑行时间更长，其他与上类似 | 中等ETA2次换乘步行稍长但ride时间很长
backend_graph_od_00128_55509_59073,"graph_(651, 596)_55509_59073_0",3,3,75.0,2.357,70.0,2.357,90.0,0.0,80.0,4.714,65.0,0.0,1.8856,0.7245,ETA较长但骑行时间短，1次换乘，步行少 | ETA较长但骑行时间短，1次换乘，数据较旧 | 长ETA低步行1次换乘但ride时间短数据较旧
backend_graph_od_00128_55509_59073,"graph_(651, 607)_55509_59073_1",3,3,60.0,2.357,70.0,2.357,90.0,0.0,80.0,4.714,65.0,0.0,1.8856,0.7084,ETA和骑行时间均较长 | ETA长且骑行时间长，其他与上类似 | 长ETA低步行1次换乘但ride时间较长数据较旧
backend_graph_od_00128_55509_59073,"graph_(652, 596)_55509_59073_2",3,3,85.0,0.0,70.0,2.357,90.0,0.0,80.0,4.714,65.0,2.357,1.8856,0.7406,短ETA和骑行时间，1次换乘，步行少，但数据新鲜度低且有降级字段 | 短ETA和骑行时间，1次换乘，步行短，数据较新鲜但部分退化 | 短ETA低步行1次换乘但ride时间较长数据较旧
backend_graph_od_00128_55509_59073,"graph_(652, 607)_55509_59073_3",3,3,70.0,4.714,70.0,2.357,90.0,0.0,80.0,4.714,65.0,2.357,2.8284,0.7118,骑行时间较长，其他与2类似 | 骑行时间长，其他与上类似 | 短ETA低步行1次换乘但ride时间很长数据较旧
backend_graph_od_00129_28211_28009,"graph_(107,)_28211_28009_1",3,3,25.0,4.714,80.0,10.8012,90.0,0.0,100.0,0.0,70.0,0.0,3.1031,0.7238,高ETA，零换乘，负载高，拥堵分高 | ETA高，无换乘，步行短，但历史流量低且部分字段降级 | ETA长，无换乘，步行短，负载低，但频率中等
backend_graph_od_00129_28211_28009,"graph_(109,)_28211_28009_2",3,3,30.0,4.714,75.0,4.0825,90.0,0.0,100.0,0.0,60.0,2.357,2.2307,0.7039,高ETA，零换乘，负载高，但数据完整度低且有降级字段 | ETA高，无换乘，步行短，但历史流量低且多个字段降级 | ETA长，无换乘，步行短，负载低，但频率低且字段退化多
backend_graph_od_00129_28211_28009,"graph_(14, 107)_28211_28009_11",3,3,30.0,4.714,70.0,2.357,70.0,0.0,50.0,0.0,70.0,0.0,1.4142,0.7472,高ETA，一次换乘，步行较长，负载较低 | ETA高，有换乘，步行较长，历史流量低且部分字段降级 | ETA较长，有1次换乘，步行较长，负载较高
backend_graph_od_00129_28211_28009,"graph_(14,)_28211_28009_0",3,3,40.0,4.714,70.0,6.2361,90.0,0.0,100.0,0.0,70.0,0.0,2.19,0.7685,ETA较高但零换乘，负载较低，拥堵分高 | ETA高，无换乘，步行短，但历史流量低且部分字段降级 | ETA较长，无换乘，步行短，但负载较高
backend_graph_od_00129_28211_28009,"graph_(209,)_28211_28009_3",3,3,85.0,2.357,75.0,2.357,90.0,0.0,100.0,0.0,70.0,0.0,0.9428,0.8192,较低ETA，零换乘，负载高，但拥堵分较低 | ETA较低，无换乘，步行短，但历史流量低且部分字段降级 | ETA较短，无换乘，步行短，负载低，但部分字段退化
backend_graph_od_00129_28211_28009,"graph_(356,)_28211_28009_4",3,3,95.0,0.0,80.0,6.2361,90.0,0.0,100.0,0.0,70.0,0.0,1.2472,0.8309,极低ETA和等待时间，零换乘，高负载分，但数据新鲜度一般 | ETA极低，无换乘，步行短，但历史流量低且部分字段降级 | ETA极短，无换乘，步行短，负载低，但部分字段退化
backend_graph_od_00129_28211_28009,"graph_(357,)_28211_28009_5",3,3,10.0,2.357,80.0,6.2361,90.0,0.0,100.0,0.0,70.0,0.0,1.7186,0.6945,极高ETA，零换乘，负载高，服务间隔较短但时间过长 | ETA极高，无换乘，步行短，但历史流量低且部分字段降级 | ETA很长，无换乘，步行短，负载低，但频率较高
